Country,Headquarters,Industry,CEO,Website,Company Type,Ticker,Revenues ($M),Profits ($M),Market Value ($M),Employees,Assets ($M),Total Stockholder Equity ($M),Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2018),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2019),Total Return to Investors (5 year annualized),Total Return to Investors (10 year annualized)
U.S.,San Ramon Calif.,Medical Products and Equipment,Albert G. White III,https://www.coopercos.com,Public,COO,2653.4,466.7,14701.6,12000,6274.5,3628.4,17.6,7.4,12.9,9.33,232.0,11.1,15.5,26.3,14.7,23.8
U.S.,Atlanta Ga.,Financial Data Services,Ronald F. Clarke,https://www.fleetcor.com,Public,FLT,2648.8,895.1,15935.9,8700,12248.5,3711.6,33.8,7.3,24.1,9.94,12.8,18.6,0.0,54.9,14.1,0.0
U.S.,Corte Madera Calif.,Specialty Retailers: Other,Gary G. Friedman,https://www.rh.com,Public,RH,2647.4,220.4,1932.9,4750,2445.7,18.7,8.3,9.0,1181.6,9.07,59.7,32.8,0.0,78.2,17.3,0.0
U.S.,Ames Iowa,Petroleum Refining,Cynthia J. Warner,https://www.regi.com,Public,REGI,2643.2,380.1,801.0,829,1785.3,1131.9,14.4,21.3,33.6,8.78,35.5,34.6,0.0,4.9,22.7,0.0
U.S.,Marietta Ga.,Wholesalers: Diversified,Mitchell B. Lewis,https://www.bluelinxco.com,Public,BXC,2637.3,-17.7,46.4,2189,971.4,-26.1,-0.7,-1.8,0.0,-1.89,0.0,0.0,0.0,-42.3,4.2,-6.4
U.S.,Santa Clarita Calif.,Mining Crude-Oil Production,Todd A. Stevens,https://www.crc.com,Public,CRC,2634.0,-28.0,49.4,1250,6958.0,-389.0,-1.1,-0.4,0.0,-0.57,-108.4,0.0,0.0,-47.0,-30.3,0.0
U.S.,Daytona Beach Fla.,Engineering Construction,Gerald Volas,https://www.topbuild.com,Public,BLD,2624.1,191.0,2400.1,10400,2604.0,1152.9,7.3,7.3,16.6,5.56,47.1,0.0,0.0,129.1,0.0,0.0
U.S.,Wilmington Mass.,Health Care: Pharmacy and Other Services,James C. Foster,https://www.criver.com,Public,CRL,2621.2,252.0,6245.5,17100,4692.8,1634.6,9.6,5.4,15.4,5.07,9.7,13.8,11.3,35.0,19.1,16.3
U.S.,Houston Texas,Engineering Construction,Brian E. Lane,https://www.comfortsystemsusa.com,Public,FIX,2615.3,114.3,1338.2,12000,1505.0,585.3,4.4,7.6,19.5,3.08,2.7,38.2,13.2,15.1,24.9,16.4
U.S.,Jersey City N.J.,Financial Data Services,Scott G. Stephenson,https://www.verisk.com,Public,VRSK,2607.1,449.9,22729.5,9180,7055.2,2260.8,17.3,6.4,19.9,2.7,-24.2,2.6,14.5,37.9,18.6,17.4
U.S.,San Diego Calif.,Medical Products and Equipment,Michael J. Farrell,https://www.resmed.com,Public,RMD,2606.6,404.6,21300.6,7240,4107.7,2072.2,15.5,9.8,19.5,2.8,27.9,3.2,11.4,37.8,24.6,21.1
U.S.,Wayne Pa.,Medical Products and Equipment,Liam J. Kelly,https://www.teleflex.com,Public,TFX,2595.4,461.5,13580.1,14400,6309.8,2979.3,17.8,7.3,15.5,9.8,128.4,19.4,2.6,46.2,27.7,23.1
U.S.,Wall N.J.,Utilities: Gas and Electric,Stephen D. Westhoven,https://www.njresources.com,Public,NJR,2592.0,169.5,3246.5,1108,4373.0,1551.7,6.5,3.9,10.9,1.89,-28.4,2.5,19.4,0.1,10.7,12.5
U.S.,New York N.Y.,Real estate,Michael Nierenberg,https://www.newresi.com,Public,NRZ,2585.6,563.3,2081.9,3387,44863.5,7157.7,21.8,1.3,7.9,1.34,-52.3,-11.9,0.0,28.0,18.4,0.0
U.S.,Greenwich Conn.,Securities,Milan Galik,https://www.interactivebrokers.com,Public,IBKR,2580.0,161.0,3313.4,1643,71676.0,1452.0,6.2,0.2,11.1,2.1,-7.9,22.2,9.2,-14.0,10.8,13.5
U.S.,Zeeland Mich.,Home Equipment Furnishings,Andrea R. Owen,https://www.hermanmiller.com,Public,MLHR,2567.2,160.5,1311.2,8000,1569.3,719.2,6.3,10.2,22.3,2.7,27.4,0.0,8.0,40.5,9.4,11.8
U.S.,Emeryville Calif.,Food & Drug Stores,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,Public,GO,2559.6,15.4,3087.2,765,2185.5,745.4,0.6,0.7,2.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0
U.S.,Greenwood Village Colo.,Homebuilders,Dale Francescon/Robert J. Francescon,https://www.centurycommunities.com,Public,CCS,2535.9,113.0,483.4,1460,2500.0,1061.7,4.5,4.5,10.6,3.62,14.2,28.6,0.0,58.5,9.6,0.0
U.S.,Reno Nev.,Hotels Casinos Resorts,Thomas R. Reeg,https://www.eldoradoresorts.com,Public,CZR,2528.2,81.0,1120.3,15500,5640.6,1117.3,3.2,1.4,7.3,1.03,-15.6,0.0,0.0,64.7,71.2,0.0
U.S.,Somerset N.J.,Pharmaceuticals,John R. Chiminski,https://www.catalent.com,Public,CTLT,2518.0,137.4,8045.1,12300,6184.0,2288.2,5.5,2.2,6.0,0.9,42.9,0.0,0.0,80.6,15.1,0.0
U.S.,Liberty Lake Wash.,Electronics Electrical Equip.,Thomas L. Deitrich,https://www.itron.com,Public,ITRI,2502.5,49.0,2242.2,7300,2707.8,776.5,2.0,1.8,6.3,1.23,0.0,0.0,0.0,77.5,14.7,2.2
U.S.,Columbus Ohio,Homebuilders,Robert H. Schottenstein,https://www.mihomes.com,Public,MHO,2500.3,127.6,472.4,1401,2105.6,1003.5,5.1,6.1,12.7,4.48,21.1,22.1,0.0,87.2,11.4,14.2
U.S.,Chicago Ill.,Securities,Edward T. Tilly,https://www.cboe.com,Public,CBOE,2496.1,374.9,9856.3,823,5113.9,3355.6,15.0,7.3,11.2,3.34,-11.2,8.6,0.0,24.2,15.0,0.0
U.S.,Lake Forest Ill.,Industrial Machinery,Andrew K. Silvernail,https://www.idexcorp.com,Public,IEX,2494.6,425.5,10529.4,7439,3813.9,2263.2,17.1,11.2,18.8,5.56,5.1,10.0,14.8,38.0,18.8,20.5
U.S.,St. Louis Mo.,Electronics Electrical Equip.,Roel Vestjens,https://www.belden.com,Public,BDC,2491.8,-377.0,1640.2,7000,3406.8,959.8,-15.1,-11.1,-39.3,-9.37,-404.2,0.0,0.0,32.2,-6.6,10.1
U.S.,Davidson N.C.,Industrial Machinery,David C. Adams,https://www.curtisswright.com,Public,CW,2488.0,307.6,3929.4,9100,3764.3,1774.4,12.4,8.2,17.3,7.15,15.0,25.4,13.1,38.7,15.5,17.1
U.S.,Calabasas Hills Calif.,Food Services,David M. Overton,https://www.thecheesecakefactory.com,Public,CAKE,2482.7,127.3,767.9,46250,2840.6,571.7,5.1,4.5,22.3,2.86,33.6,7.9,15.0,-7.7,-2.9,7.6
U.S.,Houston Texas,Pipelines,Grant E. Sims,https://www.genesisenergy.com,Public,GEL,2480.8,96.0,480.5,2177,6597.6,1434.9,3.9,1.5,6.7,0.18,0.0,-31.3,-9.9,23.3,-5.7,8.2
U.S.,Boca Raton Fla.,Miscellaneous,George C. Zoley,https://www.geogroup.com,Public,GEO,2477.9,166.6,1474.3,22000,4317.5,996.8,6.7,3.9,16.7,1.4,16.7,1.2,5.1,-6.4,-1.6,8.9
U.S.,Houston Texas,Oil and Gas Equipment Services,William A. Hendricks Jr.,https://www.patenergy.com,Public,PTEN,2470.7,-425.7,451.6,5800,4439.6,2833.6,-17.2,-9.6,-15.0,-2.1,0.0,0.0,0.0,2.9,-7.6,-2.6
U.S.,Omaha Neb.,Trucking Truck Leasing,Derek J. Leathers,https://www.werner.com,Public,WERN,2463.7,166.9,2514.7,12736,2143.9,1111.0,6.8,7.8,15.0,2.38,2.1,11.8,11.7,40.6,6.7,10.3
U.S.,Davidson N.C.,Industrial Machinery,Vicente Reynal,https://www.irco.com,Public,IR,2451.9,159.1,10306.3,6600,4628.4,1869.9,6.5,3.4,8.5,0.76,-41.1,0.0,0.0,79.4,0.0,0.0
U.S.,Miamisburg Ohio,Forest and Paper Products,Adam St. John,https://www.versoco.com,Public,VRS,2444.0,96.0,396.9,3700,1721.0,1013.0,3.9,5.6,9.5,2.74,-43.9,0.0,0.0,-19.5,0.0,0.0
U.S.,Collierville Tenn.,Industrial Machinery,Gregory L. Christopher,https://www.muellerindustries.com,Public,MLI,2430.6,101.0,1364.5,4964,1370.9,643.5,4.2,7.4,15.7,1.79,-1.6,0.0,40.4,37.7,1.3,11.9
U.S.,Provo Utah,Household and Personal Products,Ritch N. Wood,https://www.nuskinenterprises.com,Public,NUS,2420.4,173.6,1213.7,24900,1769.0,875.3,7.2,9.8,19.8,3.1,43.5,-0.1,8.3,-31.0,1.5,6.7
U.S.,New York N.Y.,Household and Personal Products,Debra G. Perelman,https://www.revloninc.com,Public,REV,2419.6,-157.7,580.1,7100,2980.6,-1221.2,-6.5,-5.3,0.0,-2.97,0.0,0.0,0.0,-15.0,-8.9,2.3
U.S.,Santa Clara Calif.,Network and Other Communications Equipment,Jayshree Ullal,https://www.arista.com,Public,ANET,2410.7,859.9,15490.9,2300,4185.3,2894.7,35.7,20.5,29.7,10.63,161.8,52.5,0.0,-3.5,27.3,0.0
U.S.,Westbrook Maine,Medical Products and Equipment,Jonathan J. Mazelsky,https://www.idexx.com,Public,IDXX,2406.9,427.7,20644.9,9200,1832.5,177.5,17.8,23.3,241.0,4.89,14.8,22.3,17.1,40.4,28.6,25.6
U.S.,San Jose Calif.,Medical Products and Equipment,Joseph M. Hogan,https://www.aligntech.com,Public,ALGN,2406.8,442.8,13699.1,14530,2500.7,1346.2,18.4,17.7,32.9,5.53,12.4,25.6,0.0,33.2,37.9,31.7
U.S.,Milford Mass.,ScientificPhotographic and Control Equipment,Christopher J. O&#039;Connell,https://www.waters.com,Public,WAT,2406.6,592.2,11315.9,7467,2557.1,-216.3,24.6,23.2,0.0,8.69,13.6,11.4,10.0,23.9,15.7,14.2
U.S.,Columbus Ga.,Commercial Banks,Kessel D. Stelling Jr.,https://www.synovus.com,Public,SNV,2406.5,563.8,2585.8,5389,48203.3,4941.7,23.4,1.2,11.4,3.47,0.0,21.1,0.0,26.7,9.8,12.6
U.S.,Blue Bell Pa.,Diversified Outsourcing Services,Andrew V. Masterman,https://www.brightview.com,Public,BV,2404.6,44.4,1159.6,21978,2928.6,1283.8,1.8,1.5,3.5,0.43,0.0,0.0,0.0,65.2,0.0,0.0
U.S.,Milwaukee Wis.,Motor Vehicles & Parts,Rodney N. Rushing,https://www.revgroup.com,Public,REVG,2403.7,-12.3,263.8,8040,1347.1,505.0,-0.5,-0.9,-2.4,-0.2,-200.0,0.0,0.0,65.8,0.0,0.0
U.S.,Daytona Beach Fla.,Insurance: Property and Casualty (Stock),J. Powell Brown,https://www.bbinsurance.com,Public,BRO,2392.2,398.5,10269.3,10083,7622.8,3350.3,16.7,5.2,11.9,1.4,14.8,14.5,10.0,44.7,20.6,17.5
U.S.,Lexington Ky.,Chemicals,Samuel J. Mitchell Jr.,https://www.valvoline.com,Public,VVV,2390.0,208.0,2466.8,7900,2064.0,-258.0,8.7,10.1,0.0,1.1,31.0,0.0,0.0,13.1,0.0,0.0
U.S.,Walnut Creek Calif.,Household and Personal Products,Timothy P. Cofer,https://www.central.com,Public,CENT,2383.0,92.8,1441.2,5550,2025.0,996.0,3.9,4.6,9.3,1.61,-30.6,55.0,5.5,-9.8,28.8,11.2
U.S.,Philadelphia Pa.,Metals,Tony R. Thene,https://www.cartech.com,Public,CRS,2380.2,167.0,932.1,5100,3187.8,1520.1,7.0,5.2,11.0,3.43,-12.5,6.8,12.3,42.2,2.0,8.1
U.S.,Newark Del.,Diversified Financials,Jonathan W. Witter,https://www.salliemae.com,Public,SLM,2380.0,578.3,3038.6,1900,32686.5,3311.8,24.3,1.8,17.5,1.3,21.5,25.4,13.1,8.6,-2.4,9.5
U.S.,Pittsburgh Pa.,Industrial Machinery,Christopher Rossi,https://www.kennametal.com,Public,KMT,2375.2,241.9,1543.6,10395,2656.3,1335.2,10.2,9.1,18.1,2.9,19.8,7.8,0.0,13.6,3.0,5.7
U.S.,Elkhart Ind.,Motor Vehicles & Parts,Jason D. Lippert,https://www.lci1.com,Public,LCII,2371.5,146.5,1673.9,10500,1862.6,800.7,6.2,7.9,18.3,5.84,0.2,17.9,0.0,65.0,18.9,21.3
U.S.,Tacoma Wash.,Temporary Help,A. Patrick Beharelle,https://www.trueblue.com,Public,TBI,2368.8,63.1,492.9,6200,1136.2,626.0,2.7,5.6,10.1,1.61,-1.2,0.3,23.2,8.1,1.6,5.0
U.S.,Denver Colo.,Mining Crude-Oil Production,Thomas E. Jorden,https://www.cimarex.com,Public,XEC,2363.0,-124.6,1718.9,987,7140.0,3576.1,-5.3,-1.7,-3.5,-1.33,-116.0,0.0,0.0,-13.6,-12.5,0.5
U.S.,San Francisco Calif.,Computer Software,Douglas S. Merritt,https://www.splunk.com,Public,SPLK,2358.9,-336.7,20022.6,5800,5439.5,1999.4,-14.3,-6.2,-16.8,-2.22,0.0,0.0,0.0,42.8,20.5,0.0
U.S.,Roswell Ga.,Wholesalers: Diversified,Doug Black,https://www.siteone.com,Public,SITE,2357.5,77.7,3076.5,4416,1443.3,393.2,3.3,5.4,19.8,1.82,5.2,0.0,0.0,64.0,0.0,0.0
U.S.,Stamford Conn.,Aerospace & Defense,Nick L. Stanage,https://www.hexcel.com,Public,HXL,2355.7,306.6,3099.6,6977,3128.6,1446.1,13.0,9.8,21.2,3.57,14.8,11.0,20.1,28.9,13.0,19.4
U.S.,Washington D.C.,Diversified Outsourcing Services,Steven H. Gunby,https://www.fticonsulting.com,Public,FCN,2352.7,216.7,4490.6,5567,2783.1,1489.1,9.2,7.8,14.6,5.69,44.8,31.6,7.7,66.1,23.4,8.9
U.S.,Elmsford N.Y.,Specialty Retailers: Other,Brad Weston,https://www.partycity.com,Public,PRTY,2348.8,-532.5,43.3,14350,3595.3,529.7,-22.7,-14.8,-100.5,-5.71,-549.6,0.0,0.0,-76.6,0.0,0.0
U.S.,Elkhart Ind.,Building Materials Glass,Andy L. Nemeth,https://www.patrickind.com,Public,PATK,2337.1,89.6,672.5,7500,1471.0,497.5,3.8,6.1,18.0,3.85,-21.9,24.6,0.0,77.9,21.9,47.5
U.S.,San Jose Calif.,Computer Software,Lip-Bu Tan,https://www.cadence.com,Public,CDNS,2336.3,989.0,18546.2,8078,3357.2,2102.9,42.3,29.5,47.0,3.53,187.0,46.7,0.0,59.5,29.6,27.8
U.S.,Hoffman Estates Ill.,Computer Software,Brian M. Krzanich,https://www.cdkglobal.com,Public,CDK,2332.9,124.0,3991.0,9000,2999.0,-729.6,5.3,4.1,0.0,0.98,-64.7,0.0,0.0,15.5,7.1,0.0
U.S.,Arlington Va.,Real estate,Timothy J. Naughton,https://www.avalonbay.com,Public,AVB,2324.6,786.0,20711.9,3122,19121.1,10989.5,33.8,4.1,7.2,5.63,-20.1,1.6,11.3,24.1,8.4,13.3
U.S.,Lafayette Ind.,Motor Vehicles & Parts,Brent L. Yeagy,https://www.wabashnational.com,Public,WNC,2319.1,89.6,381.6,6900,1304.6,521.0,3.9,6.9,17.2,1.62,36.1,13.8,0.0,14.7,4.5,23.4
U.S.,Newton Mass.,Real estate,John G. Murray,https://www.svcreit.com,Public,SVC,2316.1,259.8,888.6,600,9034.0,2505.9,11.2,2.9,10.4,1.58,39.8,6.0,0.5,10.8,2.8,8.1
U.S.,Bridgeport Conn.,Commercial Banks,John P. Barnes,https://www.peoples.com,Public,PBCT,2312.2,520.4,4792.8,6305,58589.8,7947.2,22.5,0.9,6.5,1.27,-1.6,8.6,15.5,22.4,6.5,4.7
U.S.,Hercules Calif.,ScientificPhotographic and Control Equipment,Norman D. Schwartz,https://www.bio-rad.com,Public,BIO,2311.7,1758.7,10490.6,8120,8008.9,5755.1,76.1,22.0,30.6,58.27,381.6,80.4,27.3,59.3,25.1,14.4
U.S.,Bannockburn Ill.,Health Care: Pharmacy and Other Services,John C. Rademacher,https://www.optioncarehealth.com,Public,OPCH,2310.4,-75.9,1673.4,5492,2589.5,906.8,-3.3,-2.9,-8.4,-0.49,0.0,0.0,0.0,4.5,-11.8,-7.8
U.S.,Nashville Tenn.,Building Materials Glass,W. Bradley Southern,https://www.lpcorp.com,Public,LPX,2310.0,-5.0,1924.5,4800,1835.0,991.0,-0.2,-0.3,-0.5,-0.04,-101.5,0.0,0.0,36.5,13.3,16.0
U.S.,Tysons Va.,Entertainment,David T. Lougee,https://www.tegna.com,Public,TGNA,2299.5,286.2,2371.3,6883,6954.0,1590.4,12.4,4.1,18.0,1.31,-29.9,-22.1,-1.4,56.7,2.2,10.6
U.S.,North Reading Mass.,Semiconductors and Other Electronic Components,Mark E. Jagiela,https://www.teradyne.com,Public,TER,2295.0,467.5,9025.5,5400,2787.0,1480.2,20.4,16.8,31.6,2.6,10.6,47.7,0.0,118.8,29.3,21.0
U.S.,St. Louis Mo.,Mining Crude-Oil Production,Paul A. Lang,https://www.archrsc.com/,Public,ARCH,2294.4,233.8,437.6,3700,1867.8,640.5,10.2,12.5,36.5,13.52,-10.8,0.0,0.0,-11.7,0.0,0.0
U.S.,Newtown Pa.,Information Technology Services,Arkadiy Dobkin,https://www.epam.com,Public,EPAM,2293.8,261.1,10259.4,36739,2244.2,1596.1,11.4,11.6,16.4,4.53,6.8,26.5,0.0,82.9,34.8,0.0
U.S.,Tulsa Okla.,Mining Crude-Oil Production,Richard E. Muncrief,https://www.wpxenergy.com,Public,WPX,2292.0,256.0,1706.1,590,8413.0,4515.0,11.2,3.0,5.7,0.61,74.3,-5.3,0.0,21.1,3.4,0.0
U.S.,Bristol Tenn.,Mining Crude-Oil Production,David J. Stetson,https://www.conturaenergy.com,Public,CTRA,2290.5,-316.3,42.9,4360,2302.8,696.1,-13.8,-13.7,-45.4,-16.82,-165.9,0.0,0.0,-86.2,0.0,0.0
U.S.,San Juan Capistrano Calif.,Health Care: Medical Facilities,Barry R. Port,https://www.ensigngroup.net,Public,ENSG,2285.6,110.5,2013.3,24500,2361.9,654.2,4.8,4.7,16.9,1.97,15.9,20.4,9.7,39.5,20.2,29.3
U.S.,Memphis Tenn.,Commercial Banks,D. Bryan Jordan,https://www.firsthorizon.com,Public,FHN,2278.4,440.9,2513.0,4994,43310.9,4780.6,19.4,1.0,9.2,1.38,-16.4,8.9,0.0,30.5,6.5,4.3
U.S.,Rockford Mich.,Apparel,Blake W. Krueger,https://www.wolverineworldwide.com,Public,WWW,2273.7,128.5,1232.3,4000,2480.0,766.7,5.7,5.2,16.8,1.44,-29.8,2.1,8.8,7.1,3.8,10.7
U.S.,Broomfield Colo.,Hotels Casinos Resorts,Robert A. Katz,https://www.vailresorts.com,Public,MTN,2271.6,301.2,5947.7,23000,4426.1,1500.6,13.3,6.8,20.1,7.32,-19.8,56.9,18.6,17.2,24.3,22.4
U.S.,Tempe Ariz.,Semiconductors and Other Electronic Components,Jeffrey W. Benck,https://www.bench.com,Public,BHE,2268.1,23.4,727.9,10600,1759.9,1014.8,1.0,1.3,2.3,0.6,22.4,-16.7,-3.2,65.9,7.0,6.6
U.S.,Muscatine Iowa,Home Equipment Furnishings,Jeffrey D. Lorenger,https://www.hnicorp.com,Public,HNI,2246.9,110.5,1075.8,8450,1452.5,584.0,4.9,7.6,18.9,2.54,20.4,13.5,0.0,9.4,-3.4,6.2
U.S.,West Palm Beach Fla.,Securities,Jay C. Horgen,https://www.amg.com,Public,AMG,2239.6,15.7,2830.9,4000,7653.5,2937.5,0.7,0.2,0.5,0.31,-93.1,-47.4,-13.9,-11.8,-16.3,2.6
U.S.,Oklahoma City Okla.,Utilities: Gas and Electric,Sean R. Trauschke,https://www.ogeenergy.com,Public,OGE,2231.6,433.6,6151.5,2425,11024.3,4139.5,19.4,3.9,10.5,2.16,1.9,1.8,5.0,17.5,8.5,12.8
U.S.,Richmond Va.,Tobacco,George C. Freeman III,https://www.universalcorp.com,Public,UVV,2227.2,104.1,1090.7,28000,2133.2,1337.1,4.7,4.9,7.8,4.11,-0.7,-4.8,-0.5,11.2,9.9,6.6
U.S.,Tulsa Okla.,Commercial Banks,Steven G Bradshaw,https://www.bokf.com,Public,BOKF,2226.3,500.8,2996.1,5107,42172.0,4855.8,22.5,1.2,10.3,7.03,6.0,10.7,9.0,22.2,10.4,9.0
U.S.,Herndon Va.,Information Technology Services,Kevin M. Phillips,https://www.mantech.com,Public,MANT,2222.6,113.9,2920.1,8900,2107.9,1490.6,5.1,5.4,7.6,2.83,37.4,17.4,-0.9,55.3,24.0,7.5
U.S.,Denver Colo.,Building Materials Glass,Thomas W. Hill,https://www.summit-materials.com,Public,SUM,2222.1,59.1,1699.7,6000,4067.6,1427.4,2.7,1.5,4.1,0.52,73.3,0.0,0.0,92.7,0.0,0.0
U.S.,Dallas Texas,Health Care: Pharmacy and Other Services,Susan R. Salka,https://www.amnhealthcare.com,Public,AMN,2222.1,114.0,2708.7,3236,1931.6,736.7,5.1,5.9,15.5,2.4,-17.5,28.3,0.0,10.0,26.0,21.3
U.S.,Chicago Ill.,Internet Services and Retailing,Aaron Cooper,https://www.groupon.com,Public,GRPN,2218.9,-22.4,555.7,6345,1586.7,393.9,-1.0,-1.4,-5.7,-0.04,0.0,0.0,0.0,-25.3,-22.0,0.0
U.S.,New York N.Y.,Real estate,Barry M. Gosin,https://www.ngkf.com,Public,NMRK,2218.1,117.3,754.0,5600,3201.6,599.7,5.3,3.7,19.6,0.58,-9.4,0.0,0.0,74.8,0.0,0.0
U.S.,Richardson Texas,Apparel,Kosta N. Kartsotis,https://www.fossilgroup.com,Public,FOSL,2217.7,-52.4,166.4,10200,1604.7,503.1,-2.4,-3.3,-10.4,-1.04,0.0,0.0,0.0,-49.9,-41.1,-13.5
U.S.,Racine Wis.,Motor Vehicles & Parts,Thomas A. Burke,https://www.modine.com,Public,MOD,2212.7,84.8,165.1,12200,1538.0,533.9,3.8,5.5,15.9,1.65,283.7,-9.5,0.0,-28.8,-10.8,-4.2
U.S.,New York N.Y.,Building Materials Glass,Ronald J. Kramer,https://www.griffon.com,Public,GFF,2209.3,37.3,593.4,7300,2074.9,477.8,1.7,1.8,7.8,0.87,-70.6,0.0,8.4,97.6,11.4,6.8
U.S.,Waukesha Wis.,Industrial Machinery,Aaron P. Jagdfeld,https://www.generac.com,Public,GNRC,2204.3,252.0,5829.4,5551,2665.7,1032.4,11.4,9.5,24.4,4.03,13.8,10.1,0.0,102.4,16.6,0.0
U.S.,Honolulu Hawaii,Shipping,Matthew J. Cox,https://www.matson.com,Public,MATX,2203.1,82.7,1317.9,1988,2845.4,805.7,3.8,2.9,10.3,1.91,-24.5,3.2,5.9,30.5,5.7,11.3
U.S.,Nashville Tenn.,Specialty Retailers: Apparel,Mimi Eckel Vaughn,https://www.genesco.com,Public,GCO,2197.1,61.4,196.1,13850,1680.5,619.3,2.8,3.7,9.9,3.92,0.0,-1.0,11.7,8.2,-9.0,5.7
U.S.,Westlake Ohio,Industrial Machinery,Sundaram Nagarajan,https://www.nordson.com,Public,NDSN,2194.2,337.1,7814.9,7579,3516.4,1581.0,15.4,9.6,21.3,5.79,-9.5,8.6,0.0,37.9,17.2,19.5
U.S.,Richmond Va.,Chemicals,Thomas E. Gottwald,https://www.newmarket.com,Public,NEU,2190.3,254.3,4284.1,2118,1885.1,683.1,11.6,13.5,37.2,22.73,11.8,4.3,7.9,20.1,5.5,18.3
U.S.,Chicago Ill.,Transportation and Logistics,Douglas R. Waggoner,https://www.echo.com,Public,ECHO,2185.0,14.8,457.9,2539,826.7,383.3,0.7,1.8,3.9,0.55,-46.6,-5.0,6.6,1.8,-6.6,5.0
U.S.,Milwaukee Wis.,Industrial Machinery,Todd A. Adams,https://www.rexnordcorporation.com,Public,RXN,2175.2,34.3,2761.4,6700,3259.7,1228.6,1.6,1.1,2.8,0.28,-44.0,-1.4,0.0,42.1,2.9,0.0
U.S.,Sunnyvale Calif.,Computer Software,Ken Xie,https://www.fortinet.com,Public,FTNT,2156.2,326.5,17453.3,7082,3885.5,1321.9,15.1,8.4,24.7,1.87,-2.1,65.6,17.0,51.6,28.3,28.4
U.S.,Santa Ana Calif.,Wholesalers: Diversified,Ruben D. Mendoza,https://www.fbmsales.com,Public,FBM,2154.5,40.2,444.5,3500,1411.8,408.2,1.9,2.9,9.9,0.93,0.0,0.0,0.0,132.9,0.0,0.0
U.S.,Wood Dale Ill.,Aerospace & Defense,John M. Holmes,https://www.aarcorp.com,Public,AIR,2147.6,7.5,623.4,5650,1517.2,905.9,0.3,0.5,0.8,0.21,-48.8,-35.1,-19.6,21.8,11.2,8.0
U.S.,New York N.Y.,Apparel,Jason Rabin,https://www.centricbrands.com,Public,CTRC,2146.5,-273.5,66.1,3250,2154.7,-79.4,-12.7,-12.7,0.0,-5.23,0.0,0.0,0.0,-36.7,-26.2,-25.4
U.S.,Shelton Conn.,Household and Personal Products,Rod R. Little,https://www.edgewell.com,Public,EPC,2141.0,-372.2,1307.6,6000,3420.9,1303.5,-17.4,-10.9,-28.6,-6.88,-462.1,0.0,0.0,-17.1,-20.2,-3.3
U.S.,Portland Ore.,Metals,Tamara L. Lundgren,https://www.schnitzersteel.com,Public,SCHN,2132.8,56.3,353.9,3363,1160.7,697.0,2.6,4.9,8.1,2.0,-63.4,55.5,0.0,4.0,2.8,-5.2
U.S.,Portland Ore.,Utilities: Gas and Electric,Maria M. Pope,https://www.portlandgeneral.com,Public,POR,2123.0,214.0,4288.9,2949,8394.0,2591.0,10.1,2.5,8.3,2.39,0.8,1.9,6.2,25.3,11.4,14.6
U.S.,Atlanta Ga.,Entertainment,Hilton H. Howell Jr.,https://www.gray.tv,Public,GTN,2122.0,179.0,1071.6,7465,6972.0,1464.0,8.4,2.6,12.2,1.27,-46.4,9.1,0.0,45.5,13.9,30.5
U.S.,New York N.Y.,Securities,Howard W. Lutnick,https://www.bgcpartners.com,Public,BGCP,2104.2,55.7,894.3,5200,3916.1,685.8,2.6,1.4,8.1,0.16,-30.4,51.6,-4.0,27.4,7.9,16.2
U.S.,Englewood Colo.,Network and Other Communications Equipment,Michael T. Dugan,https://www.echostar.com,Public,SATS,2098.3,-62.9,3126.8,2300,7154.3,3669.8,-3.0,-0.9,-1.7,-0.65,0.0,0.0,0.0,44.7,0.2,10.2
U.S.,Atlanta Ga.,Homebuilders,Allan P. Merrill,https://www.beazer.com,Public,BZH,2087.8,-79.5,202.1,1205,1957.6,538.8,-3.8,-4.1,-14.8,-2.6,0.0,0.0,0.0,49.1,-6.1,-5.2
U.S.,Lafayette La.,Health Care: Pharmacy and Other Services,Keith G. Myers,https://www.lhcgroup.com,Public,LHCG,2080.2,95.7,4419.9,22785,2140.3,1413.3,4.6,4.5,6.8,3.07,34.1,19.5,2.4,46.7,34.6,15.2
U.S.,Memphis Tenn.,Diversified Outsourcing Services,Naren K. Gursahaney,https://www.servicemaster.com,Public,SERV,2077.0,128.0,3657.0,12000,5322.0,2322.0,6.2,2.4,5.5,0.94,0.0,0.0,0.0,5.2,17.0,0.0
U.S.,Billerica Mass.,ScientificPhotographic and Control Equipment,Frank H. Laukien,https://www.bruker.com,Public,BRKR,2072.6,197.2,5529.7,7230,2771.5,906.8,9.5,7.1,21.7,1.26,10.5,30.7,9.9,71.8,21.6,15.8
U.S.,Houston Texas,Mining Crude-Oil Production,Thomas B. Nusz,https://www.oasispetroleum.com,Public,OAS,2071.7,-128.2,113.3,609,7499.3,3636.1,-6.2,-1.7,-3.5,-0.41,0.0,0.0,0.0,-41.0,-27.7,0.0
