Country,Headquarters,Industry,CEO,Website,Company Type,Ticker,Revenues ($M),Profits ($M),Market Value ($M),Employees,Assets ($M),Total Stockholder Equity ($M),Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2018),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2019),Total Return to Investors (5 year annualized),Total Return to Investors (10 year annualized),Revenues ($M)_cat,Profits ($M)_cat,Market Value ($M)_cat,Employees_cat,Assets ($M)_cat,Total Stockholder Equity ($M)_cat,Earnings Per Share ($)_cat,Revenues ($M)_cat_1,Revenues ($M)_cat_2,Revenues ($M)_cat_3,Revenues ($M)_cat_4,Revenues ($M)_cat_5,Profits ($M)_cat_1,Profits ($M)_cat_2,Profits ($M)_cat_3,Profits ($M)_cat_4,Profits ($M)_cat_5,Market Value ($M)_cat_1,Market Value ($M)_cat_2,Market Value ($M)_cat_3,Market Value ($M)_cat_4,Market Value ($M)_cat_5,Employees_cat_1,Employees_cat_2,Employees_cat_3,Employees_cat_4,Employees_cat_5,Assets ($M)_cat_1,Assets ($M)_cat_2,Assets ($M)_cat_3,Assets ($M)_cat_4,Assets ($M)_cat_5,Total Stockholder Equity ($M)_cat_1,Total Stockholder Equity ($M)_cat_2,Total Stockholder Equity ($M)_cat_3,Total Stockholder Equity ($M)_cat_4,Total Stockholder Equity ($M)_cat_5,Earnings Per Share ($)_cat_1,Earnings Per Share ($)_cat_2,Earnings Per Share ($)_cat_3,Earnings Per Share ($)_cat_4,Earnings Per Share ($)_cat_5
U.S.,Kingwood Texas,Diversified Outsourcing Services,Paul J. Sarvadi,https://www.insperity.com,Public,NSP,4314.8,151.1,1468.9,3500,1395.0,4.1,3.5,10.8,3704.3,3.7,14.9,47.8,27.3,-6.8,40.7,25.5,3,2,2,1,1,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
U.S.,Pittsburgh Pa.,Specialty Retailers: Apparel,Jay L. Schottenstein,https://www.aeo-inc.com,Public,AEO,4308.2,191.3,1329.3,27000,3328.7,1247.9,4.4,5.7,15.3,1.12,-23.8,21.7,3.3,-22.3,4.1,2.6,3,3,2,5,2,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Santa Rosa Calif.,ScientificPhotographic and Control Equipment,Ronald S. Nersesian,https://www.keysight.com,Public,KEYS,4303.0,621.0,15681.2,13600,6623.0,3004.0,14.4,9.4,20.7,3.25,277.9,0.0,0.0,65.3,24.9,0.0,3,4,5,4,3,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
U.S.,Charlotte N.C.,Building Materials Glass,Gary S. Michel,https://www.jeld-wen.com,Public,JELD,4289.8,63.0,980.3,23300,3381.3,812.1,1.5,1.9,7.8,0.62,-53.4,0.0,0.0,64.7,0.0,0.0,3,2,1,5,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Boston Mass.,Diversified Outsourcing Services,William L. Meaney,https://www.ironmountain.com,Public,IRM,4262.6,267.4,6838.8,25000,13816.8,1464.0,6.3,1.9,18.3,0.93,-26.8,-10.9,-1.5,5.9,2.2,10.7,3,3,4,5,4,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
U.S.,New York N.Y.,Securities,Adena T. Friedman,https://www.nasdaq.com,Public,NDAQ,4262.0,774.0,15604.8,4361,13924.0,5639.0,18.2,5.6,13.7,4.63,69.6,14.1,14.0,33.8,19.7,20.0,3,5,5,1,4,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
U.S.,Stamford Conn.,Information Technology Services,Eugene A. Hall,https://www.gartner.com,Public,IT,4245.3,233.3,8871.8,16724,7151.3,938.6,5.5,3.3,24.9,2.56,92.5,4.7,11.7,20.5,12.8,23.9,3,3,4,4,3,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Hunt Valley Md.,Entertainment,Christopher S. Ripley,https://www.sbgi.net,Public,SBGI,4240.0,47.0,1472.5,11800,17370.0,1502.0,1.1,0.3,3.1,0.51,-84.8,-25.1,0.0,29.1,6.4,28.5,3,1,2,3,5,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
U.S.,Corona Calif.,Beverages,Rodney C. Sacks,https://www.monsterbevcorp.com,Public,MNST,4200.8,1107.8,30205.8,3092,5150.4,4171.3,26.4,21.5,26.6,2.03,15.3,17.1,18.6,29.1,12.0,25.8,3,5,5,1,3,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
U.S.,El Dorado Ark.,Mining Crude-Oil Production,Roger W. Jenkins,https://www.murphyoilcorp.com,Public,MUR,4194.0,1149.7,941.4,822,11718.5,5467.5,27.4,9.8,21.0,6.98,195.8,6.8,4.8,19.6,-8.3,-2.1,3,5,1,1,4,5,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
U.S.,Middleton Wis.,Household and Personal Products,David M. Maura,https://www.spectrumbrands.com,Public,SPB,4138.8,471.9,1669.2,13000,5230.5,1698.3,11.4,9.0,27.8,9.31,-55.1,0.0,0.0,56.7,-5.2,4.4,3,4,2,4,3,3,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Sussex Wis.,Publishing Printing,J. Joel Quadracci,https://www.quad.com,Public,QUAD,4137.2,-156.3,136.0,19600,2417.1,226.6,-3.8,-6.5,-69.0,-3.12,-2050.0,0.0,0.0,-57.3,-21.6,0.0,3,1,1,4,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
U.S.,Thomasville Ga.,Food Consumer Products,A. Ryals McMullian,https://www.flowersfoods.com,Public,FLO,4124.0,164.5,4341.3,9700,3177.8,1263.4,4.0,5.2,13.0,0.78,5.4,-1.0,2.2,21.8,6.0,10.8,3,2,3,3,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Pittsburgh Pa.,Metals,Robert S. Wetherbee,https://www.atimetals.com,Public,ATI,4122.5,257.6,1076.3,8100,5634.6,2090.1,6.2,4.6,12.3,1.85,14.9,0.0,19.2,-5.1,-9.1,-6.2,3,3,2,2,3,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
U.S.,Thomasville N.C.,Trucking Truck Leasing,Greg C. Gantt,https://www.odfl.com,Public,ODFL,4109.1,615.5,15691.6,20105,3995.6,3080.7,15.0,15.4,20.0,5.11,3.8,19.8,33.8,54.3,19.9,30.3,3,4,5,4,2,4,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
U.S.,Jacksonville Fla.,Trucking Truck Leasing,James B. Gattoni,https://www.landstar.com,Public,LSTR,4089.6,227.7,3784.9,1333,1427.7,721.5,5.6,16.0,31.6,5.72,-7.4,13.3,15.4,19.8,10.6,12.4,3,3,3,1,1,1,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
U.S.,Brentwood Tenn.,Health Care: Medical Facilities,Lucinda M. Baier,https://www.brookdale.com,Public,BKD,4057.1,-267.9,574.9,48400,7194.4,696.4,-6.6,-3.7,-38.5,-1.44,0.0,0.0,0.0,8.5,-27.6,-8.8,3,1,1,5,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
U.S.,Tempe Ariz.,Semiconductors and Other Electronic Components,Geil Rutten,https://www.amkor.com,Public,AMKR,4052.7,120.9,1877.8,29650,4695.6,1963.7,3.0,2.6,6.2,0.5,-5.7,-1.9,-2.9,98.2,12.9,6.1,3,2,2,5,2,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
U.S.,Orlando Fla.,Hotels Casinos Resorts,Michael D. Brown,https://www.wyndhamdestinations.com,Public,WYND,4043.0,507.0,1894.5,22500,7453.0,-530.0,12.5,6.8,0.0,5.48,-19.1,5.6,13.0,50.1,9.2,21.9,3,4,2,4,4,1,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
U.S.,Charlotte N.C.,Medical Products and Equipment,Donald M. Casey Jr.,https://www.dentsplysirona.com,Public,XRAY,4029.2,262.9,8598.5,15200,8602.9,5092.5,6.5,3.1,5.2,1.17,0.0,-12.2,-4.4,53.2,1.8,5.5,3,3,4,4,4,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
U.S.,Carmel Ind.,Insurance: Life Health (stock),Gary C. Bhojwani,https://www.cnoinc.com,Public,CNO,4015.8,409.4,1795.1,3300,33630.9,4677.0,10.2,1.2,8.8,2.61,0.0,61.2,19.2,25.0,3.0,15.2,3,4,2,1,5,4,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
U.S.,Philadelphia Pa.,Specialty Retailers: Apparel,Richard A. Hayne,https://www.urbn.com,Public,URBN,3983.8,168.1,1392.3,16800,3315.6,1455.4,4.2,5.1,11.6,1.67,-38.6,-0.1,2.7,-16.4,-4.6,-2.3,3,2,2,4,2,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
U.S.,Southlake Texas,Internet Services and Retailing,Sean E. Menke,https://www.sabre.com,Public,SABR,3975.0,158.6,1623.4,9250,5690.0,939.1,4.0,2.8,16.9,0.57,-53.3,19.9,0.0,6.3,4.3,0.0,3,2,2,3,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
U.S.,Los Angeles Calif.,Insurance: Property and Casualty (Stock),Gabriel Tirador,https://www.mercuryinsurance.com,Public,MCY,3972.5,320.1,2254.2,4500,5889.2,1799.5,8.1,5.4,17.8,5.78,0.0,12.3,-2.3,-1.2,1.7,7.6,3,3,2,1,3,3,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Midland Texas,Mining Crude-Oil Production,Travis D. Stice,https://www.diamondbackenergy.com,Public,FANG,3964.0,240.0,4147.1,712,23531.0,13249.0,6.1,1.0,1.8,1.47,-81.8,-16.6,0.0,0.9,9.4,0.0,3,3,3,1,5,5,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
U.S.,Centreville Va.,Aerospace & Defense,Charles L. Harrington,https://www.parsons.com,Public,PSN,3954.8,120.5,3217.4,15879,3450.4,1629.9,3.0,3.5,7.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,4,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
U.S.,Atlanta Ga.,Specialty Retailers: Other,John W. Robinson III,https://www.aarons.com,Public,AAN,3947.7,31.5,1520.4,12100,3297.8,1737.3,0.8,1.0,1.8,0.46,-83.5,-15.7,-10.4,36.2,13.7,12.3,3,1,2,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
U.S.,Irving Texas,Industrial Machinery,R. Scott Rowe,https://www.flowserve.com,Public,FLS,3944.9,253.7,3127.2,17000,4919.6,1790.4,6.4,5.2,14.2,1.93,112.1,-12.5,-2.7,33.0,-2.1,6.1,3,3,3,4,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
U.S.,Tempe Ariz.,Automotive Retailing Services,Ernest C. Garcia,https://www.carvana.com,Public,CVNA,3939.9,-114.7,8480.0,7324,2057.7,98.1,-2.9,-5.6,-116.9,-2.45,0.0,0.0,0.0,181.4,0.0,0.0,3,1,4,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
U.S.,Calabasas Calif.,Temporary Help,Theodore S. Hanson,https://www.asgn.com,Public,ASGN,3923.9,174.7,1872.0,4300,2941.4,1376.2,4.5,5.9,12.7,3.28,10.1,18.2,38.1,30.2,16.4,25.8,3,3,2,1,2,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
U.S.,Denton Texas,Specialty Retailers: Other,Christian A. Brickman,https://www.sallybeautyholdings.com,Public,SBH,3876.4,271.6,943.6,30050,2098.4,-60.3,7.0,12.9,0.0,2.26,8.7,8.4,15.4,7.0,-9.9,9.1,3,3,1,5,1,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
U.S.,Greenville S.C.,Wholesalers: Electronics and Office Equipment,Michael L. Baur,https://www.scansource.com,Public,SCSC,3873.1,57.6,542.1,2700,2067.3,914.1,1.5,2.8,6.3,2.24,73.6,-4.8,2.3,7.5,-1.7,3.3,3,2,1,1,1,2,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Chicago Ill.,Real estate,Debra A. Cafaro,https://www.ventasreit.com,Public,VTR,3872.8,433.0,9992.7,516,24692.2,10445.9,11.2,1.8,4.1,1.17,2.6,-6.1,-3.9,3.4,3.2,9.0,3,4,4,1,5,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
U.S.,Dublin Calif.,Diversified Outsourcing Services,Burton M. Goldfield,https://www.trinet.com,Public,TNET,3856.0,212.0,2589.1,2900,2748.0,475.0,5.5,7.7,44.6,2.99,12.8,68.5,0.0,34.9,12.6,0.0,3,3,3,1,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
U.S.,Miramar Fla.,Airlines,Edward M. Christie III,https://www.spirit.com,Public,SAVE,3830.5,335.3,882.4,8938,7043.4,2261.3,8.8,4.8,14.8,4.89,114.5,9.7,0.0,-30.4,-11.8,0.0,3,3,1,3,3,3,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Richardson Texas,Industrial Machinery,Todd M. Bluedorn,https://www.lennoxinternational.com,Public,LII,3807.2,408.7,7016.9,11200,2034.9,-170.2,10.7,20.1,0.0,10.38,18.8,19.7,27.7,12.7,22.1,21.7,3,4,4,3,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
U.S.,North Canton Ohio,Industrial Machinery,Richard G. Kyle,https://www.timken.com,Public,TKR,3789.9,362.1,2451.8,18829,4859.9,1868.2,9.6,7.5,19.4,4.71,22.0,20.3,0.0,54.7,8.5,15.3,3,4,2,4,3,3,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
U.S.,Rochester N.Y.,Diversified Outsourcing Services,Martin Mucci,https://www.paychex.com,Public,PAYX,3772.5,1034.4,22570.4,15450,8676.0,2619.5,27.4,11.9,39.5,2.86,10.9,10.8,6.8,34.4,16.6,14.8,3,5,5,4,4,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
U.S.,Columbus Ohio,Metals,John P. McConnell,https://www.worthingtonindustries.com,Public,WOR,3759.6,153.5,1433.2,12000,2510.8,831.2,4.1,6.1,18.5,2.61,-15.5,4.3,0.0,24.0,9.3,14.9,3,2,2,3,1,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Eagle Idaho,Food Consumer Products,Thomas P. Werner,https://www.lambweston.com,Public,LW,3756.5,478.6,8341.9,7600,3048.1,-4.6,12.7,15.7,0.0,3.18,12.8,0.0,0.0,18.3,0.0,0.0,3,4,4,2,2,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
U.S.,Baltimore Md.,Education,Eilif Serck-Hanssen,https://www.laureate.net,Public,LAUR,3752.1,938.5,2203.3,41000,6515.6,2817.0,25.0,14.4,33.3,4.22,143.9,0.0,0.0,15.6,0.0,0.0,3,5,2,5,3,4,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
U.S.,Richmond Va.,Diversified Outsourcing Services,Douglas A. Pertz,https://www.brinks.com,Public,BCO,3683.2,29.0,2625.2,64300,3763.8,191.8,0.8,0.8,15.1,0.57,0.0,0.0,-18.1,41.3,31.3,15.5,3,1,3,5,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
U.S.,Atlanta Ga.,Electronics Electrical Equip.,Neil M. Ashe,https://www.acuitybrands.com,Public,AYI,3672.7,330.4,3393.8,12000,3172.4,1918.9,9.0,10.4,17.2,8.29,-2.7,15.4,15.1,20.5,0.0,15.2,3,3,3,3,2,3,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Oak Brook Ill.,Transportation and Logistics,David P. Yeager,https://www.hubgroup.com,Public,HUBG,3668.1,107.2,1557.3,5000,1991.6,1075.3,2.9,5.4,10.0,3.2,-46.8,18.0,13.4,38.4,6.1,6.7,3,2,2,2,1,2,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
U.S.,Scottsdale Ariz.,Homebuilders,Steven J. Hilton,https://www.meritagehomes.com,Public,MTH,3666.9,249.7,1372.7,1510,3398.2,1974.0,6.8,7.3,12.6,6.42,15.1,13.2,0.0,66.4,11.2,12.2,3,3,2,1,2,3,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Houston Texas,Oil and Gas Equipment Services,Andrew R. Lane,https://www.mrcglobal.com,Public,MRC,3662.0,39.0,349.6,3345,2325.0,997.0,1.1,1.7,3.9,0.18,-66.7,-33.7,0.0,11.5,-2.1,0.0,3,1,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
U.S.,Madison Wis.,Utilities: Gas and Electric,John O. Larsen,https://www.alliantenergy.com,Public,LNT,3647.7,557.2,11832.5,3597,16700.7,5205.1,15.3,3.3,10.7,2.33,6.4,6.1,16.5,33.3,14.1,17.9,3,4,5,1,5,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
U.S.,Pleasanton Calif.,Computer Software,Aneel Bhusri,https://www.workday.com,Public,WDAY,3627.2,-480.7,30211.0,12200,6816.4,2486.6,-13.3,-7.1,-19.3,-2.12,0.0,0.0,0.0,3.0,15.0,0.0,3,1,5,3,3,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
U.S.,Raleigh N.C.,Wholesalers: Diversified,David E. Flitman,https://www.buildwithbmc.com,Public,BMCH,3626.6,109.8,1183.3,10200,1906.1,981.5,3.0,5.8,11.2,1.63,-7.9,5.5,0.0,85.3,13.4,0.0,3,2,2,3,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,New Albany Ohio,Specialty Retailers: Apparel,Fran Horowitz,https://www.abercrombie.com,Public,ANF,3623.1,39.4,559.9,26000,3549.7,1058.8,1.1,1.1,3.7,0.6,-44.4,-3.3,71.0,-9.9,-5.6,-3.9,3,1,1,5,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Ann Arbor Mich.,Food Services,Richard E. Allison,https://www.dominos.com,Public,DPZ,3618.8,400.7,12647.1,13100,1382.1,-3415.8,11.1,29.0,0.0,9.56,14.5,27.3,21.4,19.6,26.8,44.9,3,4,5,4,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
U.S.,Des Moines Iowa,Publishing Printing,Thomas H. Harty,https://www.meredith.com,Public,MDP,3611.9,46.3,554.1,5615,6136.9,1514.8,1.3,0.8,3.1,-0.7,-147.6,0.0,0.0,-34.1,-6.0,4.5,3,1,1,2,3,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
U.S.,Camden N.J.,Miscellaneous,Walter J. Lynch,https://www.amwater.com,Public,AWK,3610.0,621.0,21642.7,6800,22682.0,6121.0,17.2,2.7,10.1,3.43,8.9,7.9,0.0,37.6,20.6,21.6,3,4,5,2,5,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
U.S.,Hanover Md.,Network and Other Communications Equipment,Gary B. Smith,https://www.ciena.com,Public,CIEN,3572.1,253.4,6111.0,6383,3893.3,2172.8,7.1,6.5,11.7,1.61,0.0,0.0,0.0,25.9,17.1,14.7,3,3,4,2,2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
U.S.,Sunbury Pa.,Food & Drug Stores,Jonathan H. Weis,https://www.weismarkets.com,Public,WMK,3543.3,68.0,1120.6,23000,1675.6,1058.7,1.9,4.1,6.4,2.53,8.6,4.6,0.8,-12.6,-0.7,4.2,3,2,2,5,1,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,San Diego Calif.,ScientificPhotographic and Control Equipment,Francis A. deSouza,https://www.illumina.com,Public,ILMN,3543.0,1002.0,40148.6,7700,7316.0,4613.0,28.3,13.7,21.7,6.74,21.2,23.2,29.0,10.6,12.4,26.9,3,5,5,2,3,4,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
U.S.,Atlanta Ga.,Apparel,Michael D. Casey,https://www.carters.com,Public,CRI,3519.3,263.8,2887.4,20300,2753.1,880.1,7.5,9.6,30.0,5.85,-2.5,10.1,11.5,36.8,6.2,16.4,3,3,3,4,2,2,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
U.S.,St. Louis Mo.,Securities,Ronald J. Kruszewski,https://www.stifel.com,Public,SF,3515.0,448.4,2870.3,8205,24610.2,3614.8,12.8,1.8,12.4,5.49,16.1,18.9,13.4,47.9,4.0,4.6,3,4,3,2,5,4,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
U.S.,Atlanta Ga.,Financial Data Services,Mark W. Begor,https://www.equifax.com,Public,EFX,3507.6,-398.8,14569.4,11200,7909.0,2578.6,-11.4,-5.0,-15.5,-3.27,-232.4,0.0,0.0,52.2,13.0,17.8,3,1,5,3,4,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
U.S.,Carmel Ind.,Wholesalers: Diversified,James P. Hallett,https://www.karauctionservices.com,Public,KAR,3505.5,188.5,1546.4,13311,6581.2,1650.2,5.4,2.9,11.4,1.42,-41.3,3.6,21.1,19.8,13.1,17.4,3,3,2,4,3,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
U.S.,Covington Ky.,Chemicals,Guillermo Novo,https://www.ashland.com,Public,ASH,3505.0,505.0,3016.6,4700,7251.0,3571.0,14.4,7.0,14.1,8.03,348.6,21.8,23.7,9.4,6.3,15.9,3,4,3,1,3,4,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
U.S.,Portsmouth N.H.,Oil and Gas Equipment Services,David C. Glendon,https://www.spragueenergy.com,Public,SRLP,3502.4,31.3,299.1,770,1275.5,93.8,0.9,2.5,33.3,1.1,-65.2,-28.4,0.0,35.4,4.1,0.0,3,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
U.S.,San Jose Calif.,Computers Office Equipment,Charles Liang,https://www.supermicro.com,Public,SMCI,3500.4,71.9,1090.8,3670,1682.6,941.0,2.1,4.3,7.6,1.39,56.2,3.7,13.0,74.1,-7.2,8.0,3,2,2,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Columbus Ohio,Specialty Retailers: Apparel,Roger L. Rawlins,https://www.designerbrands.com,Public,DBI,3492.7,94.5,357.3,16100,2465.1,720.9,2.7,3.8,13.1,1.27,0.0,-5.6,0.0,-33.1,-12.8,0.0,3,2,1,4,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
