Country,Headquarters,Industry,CEO,Website,Company Type,Ticker,Revenues ($M),Profits ($M),Market Value ($M),Employees,Assets ($M),Total Stockholder Equity ($M),Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2018),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2019),Total Return to Investors (5 year annualized),Total Return to Investors (10 year annualized),Revenues ($M)_cat,Profits ($M)_cat,Market Value ($M)_cat,Employees_cat,Assets ($M)_cat,Total Stockholder Equity ($M)_cat,Earnings Per Share ($)_cat,Revenues ($M)_cat_1,Revenues ($M)_cat_2,Revenues ($M)_cat_3,Revenues ($M)_cat_4,Revenues ($M)_cat_5,Profits ($M)_cat_1,Profits ($M)_cat_2,Profits ($M)_cat_3,Profits ($M)_cat_4,Profits ($M)_cat_5,Market Value ($M)_cat_1,Market Value ($M)_cat_2,Market Value ($M)_cat_3,Market Value ($M)_cat_4,Market Value ($M)_cat_5,Employees_cat_1,Employees_cat_2,Employees_cat_3,Employees_cat_4,Employees_cat_5,Assets ($M)_cat_1,Assets ($M)_cat_2,Assets ($M)_cat_3,Assets ($M)_cat_4,Assets ($M)_cat_5,Total Stockholder Equity ($M)_cat_1,Total Stockholder Equity ($M)_cat_2,Total Stockholder Equity ($M)_cat_3,Total Stockholder Equity ($M)_cat_4,Total Stockholder Equity ($M)_cat_5,Earnings Per Share ($)_cat_1,Earnings Per Share ($)_cat_2,Earnings Per Share ($)_cat_3,Earnings Per Share ($)_cat_4,Earnings Per Share ($)_cat_5
U.S.,Stamford Conn.,Computers Office Equipment,Marc B. Lautenbach,https://www.pitneybowes.com,Public,PBI,3477.7,194.6,349.6,11000,5466.9,286.1,5.6,3.6,68.0,1.1,-7.6,-7.7,-6.0,-29.0,-26.5,-10.8,3,3,1,3,3,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
U.S.,Cleveland Ohio,Wholesalers: Diversified,Neil A. Schrimsher,https://www.applied.com,Public,AIT,3472.7,144.0,1768.4,6650,2331.7,897.0,4.1,6.2,16.1,3.68,1.9,6.6,14.0,26.3,10.2,14.1,3,2,2,2,1,2,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
U.S.,Phoenix Ariz.,Utilities: Gas and Electric,Jeffrey B Guldner,https://www.pinnaclewest.com,Public,PNW,3471.2,538.3,8521.8,6210,18479.2,5430.6,15.5,2.9,9.9,4.77,5.1,5.9,21.7,9.0,9.3,13.8,3,4,4,2,5,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
U.S.,San Francisco Calif.,Internet Services and Retailing,Jack Dorsey,https://www.twitter.com,Public,TWTR,3459.3,1465.7,19213.0,4900,12703.4,8704.4,42.4,11.5,16.8,1.87,19.9,0.0,0.0,11.5,-2.2,0.0,3,5,5,2,4,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
U.S.,Indianapolis Ind.,Petroleum Refining,Stephen P. Mawer,https://www.calumetspecialty.com,Public,CLMT,3452.6,-43.6,81.7,1500,1857.8,21.6,-1.3,-2.3,-201.9,-0.55,0.0,0.0,0.0,65.2,-28.2,-9.6,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
U.S.,Grand Rapids Mich.,Home Equipment Furnishings,James P. Keane,https://www.steelcase.com,Public,SCS,3443.2,126.0,1156.8,12700,2142.4,849.8,3.7,5.9,14.8,1.05,54.4,8.8,0.0,42.7,6.0,15.7,3,2,2,3,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Laurel Miss.,Food Production,Joe F. Sanderson Jr.,https://www.sandersonfarms.com,Public,SAFM,3440.3,53.3,2742.4,17055,1774.1,1417.7,1.5,3.0,3.8,2.41,-10.7,-25.9,-4.9,79.1,17.7,17.1,2,1,3,4,1,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Norwell Mass.,Waste Management,Alan S. McKim,https://www.cleanharbors.com,Public,CLH,3412.2,97.7,2866.3,14400,4108.9,1269.8,2.9,2.4,7.7,1.74,50.0,0.0,9.0,73.8,12.3,11.1,2,2,3,4,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Las Vegas Nev.,Hotels Casinos Resorts,Barry L. Cottle,https://www.scientificgames.com,Public,SGMS,3400.0,-130.0,910.5,9800,7809.0,-2212.0,-3.8,-1.7,0.0,-1.4,0.0,0.0,0.0,49.8,16.0,6.3,2,1,1,3,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
U.S.,Watsonville Calif.,Engineering Construction,James H. Roberts,https://www.graniteconstruction.com,Public,GVA,3389.8,-105.4,709.5,4200,2633.8,1220.7,-3.1,-4.0,-8.6,-2.27,-336.5,0.0,0.0,-30.4,-5.0,-0.5,2,1,1,1,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
U.S.,Washington D.C.,Securities,Kewsong Lee/Glenn A. Youngkin,https://www.carlyle.com,Public,CG,3377.0,380.9,7539.2,1775,13808.8,618.6,11.3,2.8,61.6,2.82,243.9,18.1,0.0,116.9,12.3,0.0,2,4,4,1,4,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
U.S.,Irvine Calif.,Semiconductors and Other Electronic Components,Liam K. Griffin,https://www.skyworksinc.com,Public,SWKS,3376.8,853.6,15155.5,9000,4839.6,4122.3,25.3,17.6,20.7,4.89,-2.4,15.5,24.4,83.8,12.3,24.8,2,5,5,3,3,4,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
U.S.,San Juan Puerto Rico,Health Care: Insurance and Managed Care,Roberto Garcia-Rodriguez,https://www.triplesmanagement.com,Public,GTS,3375.6,92.9,345.0,3992,2818.8,943.9,2.8,3.3,9.8,3.97,0.0,11.6,6.0,11.7,-4.1,1.0,2,2,1,1,2,2,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
U.S.,Marlborough Mass.,Medical Products and Equipment,Stephen P. MacMillan,https://www.hologic.com,Public,HOLX,3367.3,-203.6,9270.9,6478,6442.1,2115.7,-6.0,-3.2,-9.6,-0.76,0.0,0.0,0.0,27.0,14.3,13.7,2,1,4,2,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
U.S.,Irving Texas,Food Production,Randall C. Stuewe,https://www.darlingii.com,Public,DAR,3363.9,312.6,3144.6,10100,5345.3,2565.8,9.3,5.8,12.2,1.86,210.0,36.7,13.8,45.9,9.1,12.9,2,3,3,3,3,4,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
U.S.,Melville N.Y.,Wholesalers: Diversified,Erik Gershwind,https://www.mscdirect.com,Public,MSM,3363.8,288.9,3044.9,6700,2311.2,1478.6,8.6,12.5,19.5,5.2,-10.3,6.7,10.0,5.8,2.0,8.1,2,3,3,2,1,3,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Mountain View Calif.,Computer Software,Aart J. de Geus/Chi-Foon Chan,https://www.synopsys.com,Public,SNPS,3360.7,532.4,19347.8,13896,6405.2,4083.0,15.8,8.3,13.0,3.45,22.3,16.0,11.6,65.2,26.2,20.1,2,4,5,4,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
U.S.,Avon Lake Ohio,Chemicals,Robert M. Patterson,https://www.polyone.com,Public,POL,3351.6,588.6,1752.3,5600,3273.3,1051.9,17.6,18.0,56.0,7.58,280.9,54.9,26.4,31.9,1.1,18.7,2,4,2,2,2,2,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
U.S.,Palm Beach Gardens Fla.,Engineering Construction,Steven E. Nielsen,https://www.dycomind.com,Public,DY,3339.7,57.2,810.2,15230,2217.6,868.6,1.7,2.6,6.6,1.8,-8.6,-5.7,28.2,-12.7,6.1,19.4,2,2,1,4,1,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Boston Mass.,Chemicals,Sean D. Keohane,https://www.cabotcorp.com,Public,CBT,3337.0,157.0,1480.5,4500,3004.0,998.0,4.7,5.2,15.7,2.63,0.0,-2.8,0.0,14.0,4.1,8.5,2,2,2,1,2,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Las Vegas Nev.,Hotels Casinos Resorts,Keith E. Smith,https://www.boydgaming.com,Public,BYD,3326.1,157.6,1609.4,24300,6650.1,1265.2,4.7,2.4,12.5,1.38,38.0,0.0,39.3,45.5,19.0,13.8,2,2,2,5,3,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,Louisville Ky.,Beverages,Lawson E. Whiting,https://www.brown-forman.com,Public,BFB,3324.0,835.0,25843.4,4700,5139.0,1647.0,25.1,16.2,50.7,1.73,16.9,7.2,8.5,43.8,15.8,19.6,2,5,5,1,3,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
U.S.,Bannockburn Ill.,Waste Management,Cindy J. Miller,https://www.stericycle.com,Public,SRCL,3308.9,-346.8,4434.0,19500,6437.0,2330.9,-10.5,-5.4,-14.9,-3.81,0.0,0.0,0.0,73.9,-13.4,1.5,2,1,3,4,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
U.S.,New York N.Y.,Commercial Banks,Ellen R. Alemany,https://www.cit.com,Public,CIT,3296.1,529.9,1692.0,3609,50832.8,5814.0,16.1,1.0,9.1,5.27,46.0,-2.3,0.0,22.6,0.8,6.2,2,4,2,1,5,5,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
U.S.,Denver Colo.,Homebuilders,Larry A. Mizel,https://www.mdcholdings.com,Public,MDC,3293.3,238.3,1462.8,1656,3338.4,1782.5,7.2,7.1,13.4,3.72,9.8,28.7,24.2,51.8,16.2,8.0,2,3,2,1,2,3,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
U.S.,Cleveland Ohio,Industrial Machinery,Alfred M. Rankin Jr.,https://www.hyster-yale.com,Public,HY,3291.8,35.8,672.8,7900,1847.2,544.3,1.1,1.9,6.6,2.14,2.4,-20.1,0.0,-2.8,-2.4,0.0,2,1,1,2,1,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
U.S.,Stamford Conn.,Industrial Machinery,Max H. Mitchell,https://www.craneco.com,Public,CR,3283.1,133.3,2911.4,13000,4423.7,1473.7,4.1,3.0,9.0,2.2,-60.0,-7.4,-0.4,22.0,10.2,13.2,2,2,3,4,2,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
U.S.,Plano Texas,Entertainment,Mark Zoradi,https://www.cinemark.com,Public,CNK,3283.1,191.4,1193.8,22603,5828.0,1435.8,5.8,3.3,13.3,1.63,-10.9,-0.4,6.5,-2.0,2.1,12.7,2,3,2,4,3,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
U.S.,San Rafael Calif.,Computer Software,Andrew Anagnost,https://www.autodesk.com,Public,ADSK,3274.3,214.5,34267.3,10100,6179.3,-139.1,6.6,3.5,0.0,0.96,0.0,22.4,14.4,42.6,25.0,21.9,2,3,5,3,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
U.S.,Sunnyvale Calif.,ScientificPhotographic and Control Equipment,Robert G. Painter,https://www.trimble.com,Public,TRMB,3264.3,514.3,7962.8,11484,6640.7,3119.0,15.8,7.7,16.5,2.03,81.3,20.2,22.8,26.7,9.5,12.7,2,4,4,3,3,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
U.S.,Plymouth Mich.,Motor Vehicles & Parts,Olivier Rabiller,https://www.garrettmotion.com,Public,GTX,3248.0,313.0,214.0,7400,2275.0,-2133.0,9.6,13.8,0.0,4.12,0.0,0.0,0.0,-19.0,0.0,0.0,2,3,1,2,1,1,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
U.S.,Beloit Wis.,Electronics Electrical Equip.,Louis V. Pinkham,https://www.regalbeloit.com,Public,RBC,3238.0,238.9,2559.3,19560,4430.7,2351.1,7.4,5.4,10.2,5.66,7.6,52.3,8.0,24.1,4.1,6.5,2,3,3,4,2,3,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Houston Texas,Miscellaneous,Thomas L. Ryan,https://www.sci-corp.com,Public,SCI,3230.8,369.6,7083.9,20457,13677.4,1823.3,11.4,2.7,20.3,1.99,-16.7,19.7,15.0,16.2,17.2,21.0,2,4,4,4,4,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
U.S.,Palo Alto Calif.,Medical Products and Equipment,Dow R. Wilson,https://www.varian.com,Public,VAR,3225.1,291.9,9307.8,10062,4101.7,1768.3,9.1,7.1,16.5,3.18,96.3,-3.7,2.2,25.3,13.1,13.1,2,3,4,3,2,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
U.S.,San Diego Calif.,General Merchandisers,Sherry S. Bahrambeygui,https://www.pricesmart.com,Public,PSMT,3223.9,73.2,1608.7,9000,1296.4,797.4,2.3,5.6,9.2,2.4,-1.6,-4.8,5.2,21.5,-4.0,14.4,2,2,2,3,1,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Dallas Texas,Food Services,Wyman T. Roberts,https://www.brinker.com,Public,EAT,3217.9,154.9,449.3,56147,1258.3,-778.2,4.8,12.3,0.0,3.96,45.6,11.9,17.8,-1.0,-3.5,14.0,2,2,1,5,1,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
U.S.,San Francisco Calif.,Real estate,A. William Stein,https://www.digitalrealty.com,Public,DLR,3209.2,579.8,36016.5,1550,23068.1,9879.3,18.1,2.5,5.9,2.35,94.2,18.9,14.4,16.5,17.0,13.8,2,4,5,1,5,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
U.S.,Covington La.,Wholesalers: Diversified,Peter D. Arvan,https://www.poolcorp.com,Public,POOL,3199.5,261.6,7921.2,4500,1483.3,410.2,8.2,17.6,63.8,6.4,13.9,21.3,32.3,44.5,28.9,29.2,2,3,4,1,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
U.S.,Houston Texas,Pipelines,Robert G Phillips,https://www.crestwoodlp.com,Public,CEQP,3181.9,285.1,307.6,894,5349.3,1932.8,9.0,5.3,14.8,2.93,0.0,-0.5,0.0,18.5,-6.8,0.0,2,3,1,1,3,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
U.S.,Neenah Wis.,Semiconductors and Other Electronic Components,Todd P. Kelsey,https://www.plexus.com,Public,PLXS,3164.4,108.6,1601.6,19000,2000.9,865.6,3.4,5.4,12.5,3.5,821.1,6.8,11.6,50.6,13.3,10.4,2,2,2,4,1,2,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
U.S.,Thousand Oaks Calif.,Aerospace & Defense,Aldo Pichelli,https://www.teledyne.com,Public,TDY,3163.6,402.3,10893.1,11790,4579.8,2714.7,12.7,8.8,14.8,10.73,19.1,13.3,13.2,67.4,27.5,24.6,2,4,4,3,2,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
U.S.,New York N.Y.,Apparel,Morris Goldfarb,https://www.giii.com,Public,GIII,3160.5,143.8,369.7,6050,2565.1,1290.7,4.6,5.6,11.1,2.94,6.9,3.4,12.4,20.1,-7.9,11.9,2,2,1,2,1,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Marysville Ohio,Chemicals,James S. Hagedorn,https://www.scotts.com,Public,SMG,3156.0,460.7,5693.0,5850,3028.7,718.7,14.6,15.2,64.1,8.18,630.4,25.3,13.4,76.9,14.1,13.7,2,4,4,2,2,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
U.S.,New York N.Y.,Securities,Leon D. Black,https://www.apollo.com,Public,APO,3145.4,843.2,7738.9,1421,8542.1,1852.2,26.8,9.9,45.5,3.71,0.0,43.0,0.0,106.2,23.5,0.0,2,5,4,1,4,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
U.S.,Bloomington Minn.,Construction and Farm Machinery,Richard M. Olson,https://www.thetorocompany.com,Public,TTC,3138.1,274.0,6963.3,9329,2330.5,859.6,8.7,11.8,31.9,2.53,1.2,10.9,19.3,44.5,21.7,24.1,2,3,4,3,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Las Vegas Nev.,Utilities: Gas and Electric,John P. Hester,https://www.swgasholdings.com,Public,SWX,3119.9,213.9,3834.0,8944,8170.0,2505.9,6.9,2.6,8.5,3.94,7.1,5.5,7.3,1.9,7.0,13.3,2,3,3,3,4,4,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
U.S.,Tucker Ga.,Wholesalers: Diversified,John C. Turner Jr.,https://www.gms.com,Public,GMS,3116.0,56.0,665.7,5858,2149.6,629.2,1.8,2.6,8.9,1.31,-12.1,0.0,0.0,82.2,0.0,0.0,2,2,1,2,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
U.S.,Novi Mich.,Motor Vehicles & Parts,Jeffrey S. Edwards,https://www.cooperstandard.com,Public,CPS,3108.4,67.5,173.0,28000,2635.6,856.2,2.2,2.6,7.9,3.92,-30.7,10.4,0.0,-46.6,-10.5,0.0,2,2,1,5,1,2,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
U.S.,Franklin Tenn.,Health Care: Medical Facilities,Debra K. Osteen,https://www.acadiahealthcare.com,Public,ACHC,3107.5,108.9,1629.1,35600,6879.1,2505.4,3.5,1.6,4.3,1.24,0.0,-3.7,0.0,29.2,-11.5,0.0,2,2,2,5,3,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
U.S.,Pasadena Calif.,Engineering Construction,Dan L. Batrack,https://www.tetratech.com,Public,TTEK,3107.3,158.7,3861.8,20000,2147.4,989.3,5.1,7.4,16.0,2.84,17.4,11.3,7.1,67.7,27.6,12.9,2,2,3,4,1,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
U.S.,Dallas Texas,Engineering Construction,Thomas E. McCormick,https://www.primoriscorp.com,Public,PRIM,3106.3,82.3,767.2,9700,1830.5,628.5,2.7,4.5,13.1,1.61,7.3,5.7,7.9,17.6,0.2,11.5,2,2,1,3,1,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
U.S.,Lexington Ky.,Home Equipment Furnishings,Scott L. Thompson,https://www.tempursealy.com,Public,TPX,3106.0,189.5,2277.2,7400,3061.8,359.5,6.1,6.2,52.7,3.42,87.9,15.8,11.8,110.3,9.7,13.9,2,3,2,2,2,1,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
U.S.,Kansas City Mo.,Diversified Financials,Jeffrey J. Jones II,https://www.hrblock.com,Public,HRB,3094.9,422.5,2710.1,44600,3299.9,541.5,13.7,12.8,78.0,2.04,-29.9,3.5,3.5,-3.6,-3.7,4.0,2,4,3,5,2,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
U.S.,Greensboro N.C.,Semiconductors and Other Electronic Components,Robert A. Bruggeworth,https://www.qorvo.com,Public,QRVO,3090.3,133.1,9327.7,8100,5808.0,4359.7,4.3,2.3,3.1,1.05,0.0,45.7,0.0,91.4,11.9,19.8,2,2,4,2,3,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
U.S.,Irvine Calif.,Homebuilders,Douglas F. Bauer,https://www.tripointegroup.com,Public,TPH,3083.0,207.2,1177.0,1386,3858.7,2186.5,6.7,5.4,9.5,1.47,-18.8,20.4,0.0,42.5,0.4,0.0,2,3,2,1,2,3,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
U.S.,Greenfield Ind.,Pharmaceuticals,Jeffrey N. Simmons,https://www.elanco.com,Public,ELAN,3071.0,67.9,8923.1,6080,8985.8,5546.9,2.2,0.8,1.2,0.18,0.0,0.0,0.0,-6.6,0.0,0.0,2,2,4,2,4,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
U.S.,Raleigh N.C.,ScientificPhotographic and Control Equipment,Colin Shannon,https://www.prahs.com,Public,PRAH,3066.3,243.0,5278.3,17500,3544.4,1090.0,7.9,6.9,22.3,3.68,58.6,0.0,0.0,20.9,35.6,0.0,2,3,4,4,2,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
U.S.,Tempe Ariz.,Energy,Mark R. Widmar,https://www.firstsolar.com,Public,FSLR,3063.1,-114.9,3802.8,6600,7515.7,5096.8,-3.8,-1.5,-2.3,-1.09,-180.1,0.0,0.0,31.8,4.6,-8.5,2,1,3,2,4,5,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
U.S.,New York N.Y.,Entertainment,Joshua W. Sapan,https://www.amcnetworks.com,Public,AMCX,3060.3,380.5,1350.7,2588,5596.7,665.8,12.4,6.8,57.1,6.67,-11.9,13.3,0.0,-28.0,-9.1,0.0,2,4,2,1,3,1,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
U.S.,San Jose Calif.,Semiconductors and Other Electronic Components,Victor Peng,https://www.xilinx.com,Public,XLNX,3059.0,889.8,19394.3,4433,5151.3,2861.5,29.1,17.3,31.1,3.47,74.4,9.6,9.8,16.5,20.3,17.2,2,5,5,1,3,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
U.S.,Omaha Neb.,Energy,Todd A. Becker,https://www.gpreinc.com,Public,GPRE,3055.4,-166.9,170.0,820,1698.2,751.9,-5.5,-9.8,-22.2,-4.38,-1223.1,0.0,0.0,19.7,-7.0,1.6,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
U.S.,Portland Ore.,Apparel,Timothy P. Boyle,https://www.columbia.com,Public,COLM,3042.5,330.5,4702.7,8900,2931.6,1849.4,10.9,11.3,17.9,4.83,26.8,20.0,17.2,20.3,18.9,19.6,2,3,3,3,2,3,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
U.S.,Irving Texas,Entertainment,Perry A. Sook,https://www.nexstar.tv,Public,NXST,3039.3,230.3,2647.5,14891,13989.7,2031.5,7.6,1.6,11.3,4.8,-41.5,18.9,0.0,51.8,19.9,41.7,2,3,3,4,4,3,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
U.S.,Spring Texas,Mining Crude-Oil Production,William J. Way,https://www.swn.com,Public,SWN,3038.0,891.0,914.4,923,6717.0,3246.0,29.3,13.3,27.4,1.65,77.4,-8.8,0.0,-29.0,-38.4,-25.9,2,5,1,1,3,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
